conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51090291	C1=CC=C2C=[N+](C=CC2=C1)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-].[Cl-]	39.21	41.46	22.48	18.93	8.29	10.57	3.56	9.07	4.06	2.06
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51089738	C1=CC=C(C=C1)/C(=N/NC2=CC=C(C=C2)C(=O)O)/N=NC3=CC=C(C=C3)C(=O)O	100.0	90.59	28.6	14.73	1.38	5.64	7.13	0.0	6.09	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51089159	CC1C2=C3C(=CC(=C2)NS(=O)(=O)C4=CC(=C(C=C4)OC)OC)CCCN3C1=O	2.61	2.04	0.0	0.7	2.76	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51089019	C1=CC=C(C(=C1)/C=C/2\C(=O)N(C(=S)S2)CCC(=O)NC3=CC(=C(C=C3)C(=O)O)O)F	83.26	84.47	26.09	13.8	7.81	12.1	7.48	1.36	4.82	6.24
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51088891	CCCCNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4	63.56	26.46	13.35	14.02	7.6	7.75	7.13	13.26	9.47	11.66
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51088760	C1CC2=C(C(C(=C(N2C3=CC=C(C=C3)Br)N)C#N)C4=CN=CC=C4)C(=O)C1	7.16	10.86	9.13	6.31	2.76	4.23	10.69	6.28	4.73	5.49
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51087900	C1=CC(=CC(=C1)[N+](=O)[O-])/C=C/C(=O)C2=CC=C(O2)[N+](=O)[O-]	18.24	16.96	2.81	5.61	0.0	1.41	5.7	9.77	4.73	8.23
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
51087836	C1CC2=C(C=CC(=C2)C(=O)/C=C/C(=O)O)C3=CC=CC=C31	80.36	74.64	50.52	43.76	5.53	4.93	1.43	9.07	7.44	5.49
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50086468	C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)NC(=O)NC3=O)S(=O)(=O)N	37.19	28.5	21.78	12.62	7.6	0.0	0.0	0.0	6.76	4.11
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50086104	CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC(=CC=C3)OCC=C)C4=NC=CS4)O	85.98	65.75	68.15	61.71	78.62	28.39	25.66	29.37	16.23	4.8
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085913	C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C(=C1)C=C(C(=C2Br)[O-])C(=O)O	28.92	19.0	0.0	0.0	1.38	0.0	0.0	0.7	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085906	CCC1=CC=C(C=C1)S(=O)(=O)/N=C/2\C=C(C(=O)C3=CC=CC=C32)NS(=O)(=O)C4=CC=CC=C4	100.0	92.19	42.03	26.23	13.92	10.76	11.56	5.44	8.26	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085771	C1=CC=C(C(=C1)C(=O)O)NC(=S)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Br	77.66	64.5	23.98	6.9	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085747	CC1=CC(=NO1)N2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC(=CC=C4)OC5=CC=CC=C5	59.85	53.67	4.22	0.0	0.0	0.0	0.0	0.7	0.0	2.74
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085712	CC1=CC(=NO1)N2C(C(=C(C2=O)O)C(=O)C3=CC4=CC=CC=C4O3)C5=CC(=CC=C5)OCC=C	63.33	72.86	3.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085656	C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=CS3)NC4=CC=CC(=C4)C(=O)O	72.61	30.54	17.56	7.01	2.07	1.41	0.71	0.0	2.03	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
50085447	CNS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(O2)C=C3C(=O)NC(=O)NC3=O	6.51	6.11	15.46	20.34	2.76	3.52	1.43	2.79	0.68	2.74
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49829387	CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC(=CC=C3)OC4=CC=CC=C4)C5=NOC(=C5)C)O	84.86	82.28	30.33	11.04	7.13	9.41	8.16	5.44	8.95	6.93
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49829347	CC1=NC2=C(N1CCNC3=NC(=CS3)C4=CC(=C(C(=C4)Cl)N)Cl)C=CC(=C2)C(F)(F)F	0.0	0.0	0.0	0.0	0.0	2.11	2.14	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49829332	CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC=C(C=C3)OCC4=CC=CC=C4)C5=NOC(=C5)C)O	26.77	34.0	4.22	4.91	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49829106	COC1=CC=C(C=C1)N2C3CS(=O)(=O)CC3SC2=NC(=O)CCCC4=CC=CC=C4	2.67	0.0	0.0	2.07	3.74	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49828997	C=CCN1C2=C(C=C(C=C2)C(F)(F)F)N=C(C1=O)CCC(=O)NC3=CC=C(C=C3)N4CCOCC4	14.33	5.43	7.03	0.0	6.22	0.0	8.55	7.67	7.44	2.06
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49828992	CC1=C(C=CC2=C1OC(=O)C3=C2CCCC3)OCC(=O)NCCCN4CCCC4=O	13.68	4.75	9.13	11.22	9.67	11.27	5.7	16.74	6.09	6.86
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49828932	CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)NC3CCN(CC3)CC4=CC=CC=C4	7.16	0.0	2.81	9.12	9.67	6.34	3.56	7.67	6.76	3.43
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49828906	CN1C(=O)/C(=C/C2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)O)C(=O)O)/SC1=S	91.55	94.79	18.27	7.71	6.91	12.68	1.43	9.77	5.41	2.06
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49828439	CN(CC1=C(N=NN1C2=NON=C2N)C(=O)N/N=C/C3=CC=C(C=C3)OC)C4CCCCC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49828367	CC1=CC=C(S1)/C=N/NC(=O)C2=C(N(N=N2)C3=NON=C3N)CSC4=CC=CC=C4	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49827383	C1=CC=C2C(=C1)C=CC(=C2O)C(=O)NNS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-]	16.93	7.46	0.0	0.0	4.84	0.0	0.0	2.79	0.0	1.37
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49826950	CCC(C)C1=CC=C(C=C1)NC(=O)NC2=CN=CC=C2	14.67	19.83	9.87	8.97	3.06	6.72	2.04	8.16	0.69	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49826830	C1C(=O)NC2=CC=CC=C2N1C(=O)NCC(=O)NC3=CC(=CC=C3)F	0.0	3.39	0.7	4.91	0.0	2.82	2.14	0.0	4.73	3.43
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49826802	CC(C)OP(=O)(C1(C=C(C(=O)C(=C1)Cl)Cl)NS(=O)(=O)C2=CC=C(C=C2)Cl)OC(C)C	46.3	38.75	14.05	3.51	0.69	2.82	4.99	6.28	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49826464	CC1=CC=C(C=C1)CCCNC(=O)C2CCC(=O)N(C2)CC3=CC(=CC=C3)F	2.0	1.42	0.0	4.83	2.38	3.36	4.08	2.72	7.57	4.16
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49826345	C1=CC=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O)C(=O)NC4=CC=CC=C4C(=O)O	95.32	97.83	99.18	45.34	13.25	0.67	0.0	2.04	8.26	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49826132	COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)NC2=O)OS(=O)(=O)C3=CC=CC=C3[N+](=O)[O-]	88.15	61.48	34.43	5.61	2.76	2.11	7.13	4.88	0.0	2.74
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49825607	C1=CC=C2C(=C1)C=CC=C2OCC(=O)NC3=C(C=CC(=C3)Cl)C(=O)O	79.39	67.19	21.86	11.73	5.77	2.69	0.68	6.12	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49825561	C1=CC=C2C(=C1)C=CC=C2OCC(=O)NC3=C(C=C(C=C3)Cl)C(=O)O	81.59	73.76	22.48	5.61	6.22	8.45	8.55	6.28	4.06	10.29
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49825440	CC1=CC=C(O1)C(=O)C2=C(C(=O)N(C2C3=CC=C(C=C3)[N+](=O)[O-])C4=NC(=C(S4)C(=O)OC)C)O	76.53	74.56	22.57	4.14	3.74	2.02	0.0	1.36	6.88	3.46
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49825397	CCOC(=O)C1=C(N=C(S1)N2C(C(=C(C2=O)O)C(=O)C3=CC=CO3)C4=CC=C(C=C4)[N+](=O)[O-])C	63.56	80.75	28.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49825111	C1=COC(=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CC(=C(C=C3)C(=O)O)O	18.89	19.0	4.22	0.0	0.0	0.0	0.0	0.0	0.68	0.69
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49825037	CCCOC1=CC=CC(=C1)C2C(=C(C(=O)N2C3=NOC(=C3)C)O)C(=O)C4=CC5=CC=CC=C5O4	82.78	89.91	21.78	0.7	3.45	0.0	2.14	6.28	4.06	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49824813	CC(C)[C@@H](C(=O)NCC1=CC=CO1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)OC	0.0	2.71	8.43	9.12	15.89	1.41	11.41	16.05	4.06	4.8
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49824489	COC1=CC=CC=C1NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O	0.0	0.0	0.0	0.0	0.0	4.23	4.99	4.88	4.06	3.43
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49823318	CC(C(=O)N(C)C1CCS(=O)(=O)C1)N2C(=O)/C(=C/C3=CC=CO3)/SC2=S	0.0	4.25	3.53	2.76	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49823061	C1=COC(=C1)/C=C/2\C(=O)N(C(=S)S2)CCCC(=O)NC3=C(C=C(C=C3)O)C(=O)O	2.61	0.0	0.0	0.0	0.0	3.52	0.0	0.0	0.0	2.06
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822897	CC1=CC(=C(C=C1)SC2=C(C=CC=N2)C(=O)NCC3=CC(=CC=C3)OC)C	0.0	0.68	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822854	C1CS(=O)(=O)CC1NC(=O)CN2C(=O)/C(=C/C3=CC=CO3)/SC2=S	14.98	7.46	4.22	11.92	1.38	6.34	4.99	13.95	0.0	8.23
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822818	COC1=C(C=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)C3=CC=CC=C3)CSCC(=O)O	71.83	70.77	35.34	6.31	0.0	1.41	2.85	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822539	CC(C(=O)NC1=C(C=C(C=C1)O)C(=O)O)N2C(=O)/C(=C\C3=CC=CS3)/SC2=S	64.28	62.22	29.72	4.21	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822513	CC(C(=O)NC1=CC(=C(C=C1)O)C(=O)O)N2C(=O)/C(=C/C3=CC=CS3)/SC2=S	76.85	71.38	16.86	7.71	1.38	0.0	1.43	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822507	CC(C(=O)NC1=CC(=C(C=C1)C(=O)O)O)N2C(=O)/C(=C\C3=CC=CO3)/SC2=S	54.12	42.61	9.13	7.01	0.69	0.0	1.43	4.88	1.35	2.06
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822506	C1=CC=C(C=C1)/C=C/2\C(=O)N(C(=O)S2)CCC(=O)NC3=CC(=C(C=C3)O)C(=O)O	51.64	32.57	1.41	6.31	4.14	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822503	CC(C(=O)NC1=CC(=C(C=C1)O)C(=O)O)N2C(=O)/C(=C/C3=CC=CO3)/SC2=S	35.88	24.43	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49822459	C1=COC(=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)NC3=CC(=C(C=C3)O)C(=O)O	45.65	12.21	6.32	0.0	0.0	4.23	3.56	6.28	8.12	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49821628	CCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OCC(=O)NCCCN3C=CN=C3	5.21	4.07	2.11	7.01	5.53	7.04	0.71	10.46	2.03	12.34
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49820497	CCCN1C2=C(C=C3C=CC=C(C3=N2)C)C(=N1)NS(=O)(=O)C4=CC=CC5=NON=C54	75.48	72.47	21.78	7.01	2.07	12.68	2.85	2.09	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49820432	CCCCCOC1=CC=C(C=C1)C2C(=C(C(=O)N2C3=NOC(=C3)C)O)C(=O)C4=CC=C(O4)C	84.66	84.9	30.82	7.59	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49820332	CC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CC=NC=C4	3.91	0.0	3.51	0.0	2.76	5.64	1.43	9.77	0.0	3.43
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49820153	CC(C)C[C@@H](C1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)Br)N	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49820093	CC1=C(OC2=C1C=C3C(=C(C(=O)OC3=C2C)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O)C)C	58.03	44.85	8.43	4.21	2.07	8.45	2.85	4.19	0.0	4.8
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49819948	COC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC=CC(=C4)C(=O)O	78.26	85.25	19.75	7.59	0.34	0.0	0.0	2.72	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49819946	C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=C(C=C3)F)NC4=CC=C(C=C4)C(=O)O	100.0	87.87	44.92	19.32	8.49	4.71	9.52	8.16	4.13	2.08
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49818414	C1CN(CCC1N2C(=CC=N2)NC(=O)C3=CN=CC=C3)CC4=CC=CC=C4OC(F)F	0.67	3.54	2.12	2.07	4.42	1.34	0.0	0.68	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49817370	CC1(CC1(Br)Br)C(=O)NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-]	14.67	0.0	0.0	3.45	1.7	5.38	0.68	0.68	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49817281	CC1=CC=[N+](C=C1)C2=C(SC(=O)N2)/C=N/N=C(/C3=CC=NC=C3)\[O-]	53.79	39.9	19.67	8.41	9.67	3.52	0.0	5.58	8.12	0.69
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49817233	CCC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=CC=C3C(=O)O	98.57	90.84	27.5	6.9	5.09	4.03	6.8	2.72	4.13	6.24
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49817138	CCN1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=CC=C4	3.26	5.43	7.73	4.91	3.45	4.23	9.27	1.4	3.38	4.11
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816804	CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=C2C=CC=N3)O)Cl	20.84	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816485	CC1=C(C=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=C/3\C(=O)N(C(=S)S3)CC(=O)O)OC)C	17.33	16.29	9.87	0.0	0.0	2.69	2.04	0.0	0.0	2.77
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816475	C1=CC2=C(C=CC=C2O)C(=C1)NC(=S)NC(=O)C3=CC=CO3	6.67	11.33	14.11	8.97	0.0	4.03	6.12	0.0	0.0	1.39
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816442	C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=O)S2)CCCC(=O)NC3=CC=C(C=C3)C(=O)O	18.24	10.86	0.0	0.7	0.0	6.34	1.43	6.98	0.0	7.54
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816277	CC1=CC=C(C=C1)C2=CSC3=C2C(=O)NC(=N3)SCC(=O)NC4=CC(=C(C=C4)Cl)C(=O)O	58.55	73.28	47.28	12.62	0.69	7.75	4.28	0.0	1.35	2.74
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816240	C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC=C3C(=O)O	67.99	38.81	19.67	7.01	8.98	11.27	6.42	2.79	1.35	4.11
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49816182	COC1=CC=CC(=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CC5=CC=CC=C5C[C@H]4C(=O)O	69.62	74.03	11.24	2.1	4.14	5.64	0.0	6.28	5.41	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49815869	CCC1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=CC=C3C(=O)O	92.32	80.72	31.03	13.8	8.49	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49815861	CC1=C(C2=C(O1)C3=CC=CC=C3C(=C2)NS(=O)(=O)C4=CC=C(C=C4)C(=O)O)C(=O)OC	76.52	25.11	10.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49815818	C1=CC=C2C(=C1)/C(=C/3\C(=O)N(C(=S)S3)CCS(=O)(=O)O)/C(=O)N2CC(=O)NC4=CC(=CC=C4)Br	84.32	91.2	54.59	22.08	12.57	8.07	17.68	8.16	4.82	2.08
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49737062	C1COCCN1C2=NN3C(=N)/C(=C\C4=CC=C(C=C4)OC(=O)C5=CC=CC=C5Cl)/C(=O)N=C3S2	18.89	19.0	0.0	15.43	11.05	3.52	6.42	4.19	7.44	2.06
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49735946	CCN(CC)C1=CC(=C(C=C1)NS(=O)(=O)C2=CC=C(O2)C3=NNC(=O)C=C3)C	12.67	25.49	13.4	2.07	0.0	2.69	5.44	0.0	0.0	0.0
conc 		0.0001	5e-05	2.5e-05	1.25e-05	6.25e-06	3.13e-06	1.56e-06	7.8e-07	3.9e-07	1.9e-07
49735713	COC1=CC(=CC(=C1O)[N+](=O)[O-])/C=C\2/C(=O)NN(C2=O)C3=CC(=C(C=C3)Cl)Cl	0.0	0.0	19.67	16.83	7.6	8.45	12.83	14.65	8.12	1.37
